Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2013,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(44.393191174, -89.816370742)",SYNOP,LEAD,LEAD1_5,,55,BO5,BOC1,Yes,CAT10001
2015,CA,California,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(37.638640123, -120.999999538)",SYNOP,LEAD,LEAD1_5,,06,BO5,BOC1,Yes,CAT10001
2014,MI,Michigan,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(44.661319543001, -84.71439027)",SYNOP,PROG,PROG4_3,,26,BO19,BOC3,No,CAT10002
2018,AL,Alabama,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(32.840571122, -86.631860762)",SYNOP,PROG,PROG4_1,,01,BO11,BOC3,Yes,CAT10001
2015,MO,Missouri,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,7.5,7.5,,,,,,Total,Type of Supervision,"(38.635790776, -92.566300053)",SYNOP,STAFF,STAFF2_1,,29,BO16,BOC5,>=5 to <10,CAT8
2013,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(37.645970271, -84.774971048)",SYNOP,PROG,PROG4_1,,21,BO13,BOC3,Yes,CAT10001
2012,MT,Montana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(47.066528972, -109.424420645)",SYNOP,LEAD,LEAD1_7,,30,BO9,BOC2,>=10,CAT9
2018,FL,Florida,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_7,,12,BO9,BOC2,1-4,CAT5
2018,AK,Alaska,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_3,,02,,,Civil Service,CAT10005
2017,AL,Alabama,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_6,,01,,,Yes,CAT10001
2017,AL,Alabama,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(32.840571122, -86.631860762)",SYNOP,PROG,PROG4_1,,01,BO13,BOC3,Yes,CAT10001
2021,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(43.65595011300047, -71.50036091999965)",SYNOP,LEAD,LEAD1_4,,33,BO1,BOC1,No,CAT10002
2013,MD,Maryland,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(39.290580964, -76.609260111)",SYNOP,PROG,PROG4_4,,24,BO14,BOC4,Yes,CAT10001
2015,DC,District of Columbia,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,< 1,10008,,,,,,,,"(38.890371385, -77.031961127)",SYNOP,LEAD,LEAD1_2,,11,,,<1,CAT2
2016,AL,Alabama,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_5,,01,BO4,BOC1,No,CAT10002
2020,PA,Pennsylvania,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Contract,10006,,,,,,,,"(40.79373015200048, -77.86070029399963)",SYNOP,LEAD,LEAD1_3,,42,,,Contract,CAT10006
2018,NE,Nebraska,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(41.641040988001, -99.365720623)",SYNOP,LEAD,LEAD1_5,,31,BO3,BOC1,Yes,CAT10001
2020,AR,Arkansas,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(34.74865012400045, -92.27449074299966)",SYNOP,PROG,PROG4_2,,05,,,No,CAT10002
2018,DC,District of Columbia,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(38.890371385, -77.031961127)",SYNOP,PROG,PROG4_1,,11,BO11,BOC3,Yes,CAT10001
2017,PA,Pennsylvania,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(40.793730152, -77.860700294)",SYNOP,PROG,PROG4_1,,42,BO11,BOC3,No,CAT10002
2016,MN,Minnesota,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(46.355648736, -94.794200503)",SYNOP,PROG,PROG4_4,,27,BO14,BOC4,Yes,CAT10001
2018,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(31.312660644, -92.445680071)",SYNOP,LEAD,LEAD1_4,,22,BO1,BOC1,No,CAT10002
2019,CT,Connecticut,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program,Type of health agency,"(41.56266102000046, -72.64984095199964)",SYNOP,LEAD,LEAD1_7,,09,BO7,BOC2,1-4,CAT5
2012,HI,Hawaii,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,,88888,NR,Not Reported,,,,Directly supervised by state health agency staff,Type of Supervision,"(21.304850435, -157.857749403)",SYNOP,STAFF,STAFF2_1,,15,BO17,BOC5,Not Reported,CAT88888
2017,OK,Oklahoma,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,4,4,,,,,,Total,Type of health agency,"(35.472031356, -97.521070214)",SYNOP,LEAD,LEAD1_7,,40,BO6,BOC2,1-4,CAT5
2012,DE,Delaware,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(39.008830667, -75.577741168)",SYNOP,LEAD,LEAD1_4,,10,BO1,BOC1,No,CAT10002
2013,NY,New York,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(42.827001032, -75.543970427)",SYNOP,PROG,PROG4_1,,36,BO13,BOC3,Yes,CAT10001
2022,HI,Hawaii,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,,88888,NR,Not Reported,,,,Not directly supervised by state health agency staff,Type of Supervision,"(21.304850435000446, -157.85774940299973)",SYNOP,STAFF,STAFF2_1,,15,BO18,BOC5,Not Reported,CAT88888
2019,TX,Texas,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(31.827240407000488, -99.42677020599967)",SYNOP,LEAD,LEAD1_3,,48,,,Civil Service,CAT10005
2017,UT,Utah,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(39.360700171, -111.587130635)",SYNOP,LEAD,LEAD1_7,,49,BO8,BOC2,1-4,CAT5
2013,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_1,,47,,,Yes,CAT10001
2021,KS,Kansas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(38.34774030000045, -98.20078122699965)",SYNOP,PROG,PROG4_1,,20,BO12,BOC3,No,CAT10002
2019,AL,Alabama,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(32.84057112200048, -86.63186076199969)",SYNOP,LEAD,LEAD1_6,,01,,,Yes,CAT10001
2022,IL,Illinois,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,7.5,7.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(40.48501028300046, -88.99771017799969)",SYNOP,STAFF,STAFF2_1,,17,BO17,BOC5,>=5 to <10,CAT8
2017,NM,New Mexico,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,11.5,11.5,,,,,,Total,Type of Supervision,"(34.520880952, -106.240580985)",SYNOP,STAFF,STAFF2_1,,35,BO16,BOC5,>=10,CAT9
2019,MD,Maryland,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,5,5,,,,,,Total,Type of Supervision,"(39.29058096400047, -76.60926011099963)",SYNOP,STAFF,STAFF2_1,,24,BO16,BOC5,>=5 to <10,CAT8
2022,IN,Indiana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health experience,Requirement,"(39.766910452000445, -86.14996019399968)",SYNOP,LEAD,LEAD1_5,,18,BO3,BOC1,No,CAT10002
2015,ND,North Dakota,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(47.475319779, -100.118421049)",SYNOP,LEAD,LEAD1_7,,38,BO9,BOC2,0,CAT1
2011,MD,Maryland,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(39.290580964, -76.609260111)",SYNOP,LEAD,LEAD1_1,,24,,,Yes,CAT10001
2015,PA,Pennsylvania,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(40.793730152, -77.860700294)",SYNOP,PROG,PROG4_1,,42,BO13,BOC3,Yes,CAT10001
2013,NJ,New Jersey,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(40.130570048, -74.273691288)",SYNOP,POL,POL3_1,,34,,,Not Asked,CAT99999
2022,NH,New Hampshire,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(43.65595011300047, -71.50036091999965)",SYNOP,PROG,PROG4_1,,33,BO12,BOC3,No,CAT10002
2012,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_5,,44,BO4,BOC1,Not Asked,CAT99999
2015,NH,New Hampshire,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,Yes,10001,,,,,,System for referring children with cleft lips/cleft palates to rehabilitative teams,Type of System,"(43.655950113, -71.50036092)",SYNOP,PROG,PROG4_4,,33,BO15,BOC4,Yes,CAT10001
2013,NC,North Carolina,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(35.466220975, -79.159250463)",SYNOP,PROG,PROG4_1,,37,BO12,BOC3,Yes,CAT10001
2018,MA,Massachusetts,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(42.27687047, -72.082690675)",SYNOP,STAFF,STAFF2_1,,25,BO18,BOC5,0,CAT1
2016,SC,South Carolina,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(33.998821303, -81.045371207)",SYNOP,LEAD,LEAD1_5,,45,BO5,BOC1,Yes,CAT10001
2015,WV,West Virginia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(38.665510202, -80.712640135)",SYNOP,LEAD,LEAD1_5,,54,BO5,BOC1,Yes,CAT10001
2021,AK,Alaska,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(64.84507995700051, -147.72205903599973)",SYNOP,PROG,PROG4_1,,02,BO11,BOC3,No,CAT10002
2014,VT,Vermont,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(43.625381239, -72.517640791)",SYNOP,PROG,PROG4_1,,50,BO10,BOC3,Yes,CAT10001
2018,CT,Connecticut,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,6.058,6.058,,,,,,Total,Type of Supervision,"(41.56266102, -72.649840952)",SYNOP,STAFF,STAFF2_1,,09,BO16,BOC5,>=5 to <10,CAT8
2022,HI,Hawaii,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,,88888,NR,Not Reported,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(21.304850435000446, -157.85774940299973)",SYNOP,PROG,PROG4_1,,15,BO12,BOC3,Not Reported,CAT88888
2015,NM,New Mexico,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(34.520880952, -106.240580985)",SYNOP,LEAD,LEAD1_7,,35,BO6,BOC2,1-4,CAT5
2020,LA,Louisiana,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,3.2,3.2,,,,,,Total,Type of Supervision,"(31.31266064400046, -92.44568007099969)",SYNOP,STAFF,STAFF2_1,,22,BO16,BOC5,>1 to <5,CAT6
2016,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(21.304850435, -157.857749403)",SYNOP,LEAD,LEAD1_6,,15,,,Yes,CAT10001
2011,SC,South Carolina,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(33.998821303, -81.045371207)",SYNOP,PROG,PROG4_3,,45,BO19,BOC3,No,CAT10002
2018,CA,California,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(37.638640123, -120.999999538)",SYNOP,STAFF,STAFF2_1,,06,BO18,BOC5,0,CAT1
2020,ND,North Dakota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(47.47531977900047, -100.11842104899966)",SYNOP,PROG,PROG4_1,,38,BO11,BOC3,Yes,CAT10001
2019,FL,Florida,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(28.932040377000476, -81.92896053899966)",SYNOP,POL,POL3_1,,12,,,No,CAT10002
2018,WA,Washington,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(47.522278629, -120.47001079)",SYNOP,POL,POL3_1,,53,,,No,CAT10002
2017,AL,Alabama,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(32.840571122, -86.631860762)",SYNOP,PROG,PROG4_3,,01,BO20,BOC3,Yes,CAT10001
2015,VT,Vermont,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,6,6,,,,,,Total,Type of Supervision,"(43.625381239, -72.517640791)",SYNOP,STAFF,STAFF2_1,,50,BO16,BOC5,>=5 to <10,CAT8
2015,SD,South Dakota,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(44.353130053, -100.373530637)",SYNOP,PROG,PROG4_3,,46,BO19,BOC3,No,CAT10002
2016,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,Yes,10001,,,,,,,,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_6,,33,,,Yes,CAT10001
2018,ID,Idaho,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(43.682630005, -114.363730042)",SYNOP,LEAD,LEAD1_5,,16,BO4,BOC1,No,CAT10002
2013,GA,Georgia,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(32.839681093, -83.627580346)",SYNOP,PROG,PROG4_3,,13,BO20,BOC3,Not Asked,CAT99999
2020,MS,Mississippi,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(32.745510099000455, -89.53803082499968)",SYNOP,POL,POL3_1,,28,,,No,CAT10002
2016,LA,Louisiana,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(31.312660644, -92.445680071)",SYNOP,PROG,PROG4_3,,22,BO20,BOC3,No,CAT10002
2019,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,,88888,NR,Not Reported,,,,School-based or school-linked sealant programs,Type of Program,"(37.645970271000465, -84.77497104799966)",SYNOP,PROG,PROG4_1,,21,BO10,BOC3,Not Reported,CAT88888
2021,VA,Virginia,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,8,8,,,,,,,,"(37.54268067400045, -78.45789046299967)",SYNOP,LEAD,LEAD1_2,,51,,,5-9,CAT7
2014,RI,Rhode Island,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,2.2,2.2,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(41.708280193, -71.522470314)",SYNOP,STAFF,STAFF2_1,,44,BO17,BOC5,>1 to <5,CAT6
2013,NM,New Mexico,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,With a dental program,Type of health agency,"(34.520880952, -106.240580985)",SYNOP,LEAD,LEAD1_7,,35,BO7,BOC2,1-4,CAT5
2016,DE,Delaware,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(39.008830667, -75.577741168)",SYNOP,LEAD,LEAD1_1,,10,,,Yes,CAT10001
2017,OK,Oklahoma,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For pregnant women,Type of Program,"(35.472031356, -97.521070214)",SYNOP,PROG,PROG4_3,,40,BO19,BOC3,Yes,CAT10001
2021,SD,South Dakota,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,3,3,,,,,,,,"(44.353130053000484, -100.3735306369997)",SYNOP,LEAD,LEAD1_2,,46,,,1-4,CAT5
2020,IA,Iowa,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(42.46940091300047, -93.81649055599968)",SYNOP,LEAD,LEAD1_5,,19,BO4,BOC1,No,CAT10002
2016,MD,Maryland,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(39.290580964, -76.609260111)",SYNOP,POL,POL3_1,,24,,,No,CAT10002
2012,VT,Vermont,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(43.625381239, -72.517640791)",SYNOP,LEAD,LEAD1_7,,50,BO6,BOC2,1-4,CAT5
2019,NE,Nebraska,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(41.6410409880005, -99.36572062299967)",SYNOP,LEAD,LEAD1_4,,31,BO2,BOC1,Yes,CAT10001
2012,WV,West Virginia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Full-time,Requirement,"(38.665510202, -80.712640135)",SYNOP,LEAD,LEAD1_5,,54,BO5,BOC1,No,CAT10002
2012,DC,District of Columbia,ASTDD Synopses,Synopses,Programs,System for children with cleft lips/cleft palates,,,yes/no,No,10002,,,,,,"System for recording children with cleft lips, palates, and other craniofacial anomalies",Type of System,"(38.890371385, -77.031961127)",SYNOP,PROG,PROG4_4,,11,BO14,BOC4,No,CAT10002
2012,OK,Oklahoma,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(35.472031356, -97.521070214)",SYNOP,STAFF,STAFF2_1,,40,BO17,BOC5,>1 to <5,CAT6
2020,GA,Georgia,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(32.83968109300048, -83.62758034599966)",SYNOP,PROG,PROG4_2,,13,,,No,CAT10002
2018,MD,Maryland,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,Yes,10001,,,,,,,,"(39.290580964, -76.609260111)",SYNOP,PROG,PROG4_2,,24,,,Yes,CAT10001
2011,NY,New York,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(42.827001032, -75.543970427)",SYNOP,PROG,PROG4_1,,36,BO12,BOC3,Yes,CAT10001
2020,ND,North Dakota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(47.47531977900047, -100.11842104899966)",SYNOP,PROG,PROG4_1,,38,BO12,BOC3,No,CAT10002
2019,KS,Kansas,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,Yes,10001,,,,,,For state dental director,Requirement,"(38.34774030000045, -98.20078122699965)",SYNOP,LEAD,LEAD1_4,,20,BO2,BOC1,Yes,CAT10001
2014,MA,Massachusetts,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(42.27687047, -72.082690675)",SYNOP,PROG,PROG4_1,,25,BO10,BOC3,Yes,CAT10001
2011,ME,Maine,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,,99999,NA,Question not asked,,,,,,"(45.254228894001, -68.985031336)",SYNOP,POL,POL3_1,,23,,,Not Asked,CAT99999
2022,MO,Missouri,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(38.635790776000476, -92.56630005299968)",SYNOP,LEAD,LEAD1_5,,29,BO5,BOC1,Yes,CAT10001
2013,FL,Florida,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,23,23,,,,,,Total,Type of health agency,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_7,,12,BO6,BOC2,>=10,CAT9
2012,NE,Nebraska,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(41.641040988001, -99.365720623)",SYNOP,LEAD,LEAD1_7,,31,BO9,BOC2,>=10,CAT9
2012,MO,Missouri,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(38.635790776, -92.566300053)",SYNOP,STAFF,STAFF2_1,,29,BO18,BOC5,0,CAT1
2016,GA,Georgia,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Total,Type of Supervision,"(32.839681093, -83.627580346)",SYNOP,STAFF,STAFF2_1,,13,BO16,BOC5,>1 to <5,CAT6
2011,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_1,,47,,,Yes,CAT10001
2019,TX,Texas,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(31.827240407000488, -99.42677020599967)",SYNOP,LEAD,LEAD1_7,,48,BO9,BOC2,0,CAT1
2018,HI,Hawaii,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(21.304850435, -157.857749403)",SYNOP,STAFF,STAFF2_1,,15,BO18,BOC5,0,CAT1
2014,TX,Texas,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For older adults,Type of Program,"(31.827240407, -99.426770206)",SYNOP,PROG,PROG4_3,,48,BO20,BOC3,No,CAT10002
2014,PA,Pennsylvania,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,3,3,,,,,,With a dental program directed by a dental professional,Type of health agency,"(40.793730152, -77.860700294)",SYNOP,LEAD,LEAD1_7,,42,BO8,BOC2,1-4,CAT5
2013,CT,Connecticut,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,3,3,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(41.56266102, -72.649840952)",SYNOP,STAFF,STAFF2_1,,09,BO17,BOC5,>1 to <5,CAT6
2022,MN,Minnesota,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(46.35564873600049, -94.79420050299967)",SYNOP,PROG,PROG4_2,,27,,,No,CAT10002
2017,AL,Alabama,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_3,,01,,,Civil Service,CAT10005
