Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
Implementing survivorship care plans for colon cancer survivors.,"Mayer DK, Gerstel A, Walton AL, Triglianos T, Sadiq TE, Hawkins NA, Davies JM.",Oncology Nursing Forum,2014,2014,https://dx.doi.org/10.1188/14.ONF.266-273,"Mayer DK, Gerstel A, Walton AL, Triglianos T, Sadiq TE, Hawkins NA, Davies JM.",Cancer Survivorship,Journal: Oncology Nursing Forum (Volume: 41; Issue: 3; Pages: 266 - 273),"Implementing survivorship care plans for colon cancer survivors.|Mayer DK|Gerstel A, Walton AL, Triglianos T, Sadiq TE, Hawkins NA, Davies JM.|Oncology Nursing Forum|41",http://www.ncbi.nlm.nih.gov/pubmed/24769591,838
Importance of economic evaluation of cancer registration in the resource limited setting: Laying the groundwork for surveillance systems.,"Saraiya M, Tangka FK, Asma S, Richardson LC.",Cancer Epidemiology,2017,2016,https://dx.doi.org/10.1016/j.canep.2016.10.001,"Saraiya M, Tangka FK, Asma S, Richardson LC.",NPCR,Journal: Cancer Epidemiology (Volume: ; Issue: ; Pages:  - ),"Importance of economic evaluation of cancer registration in the resource limited setting: Laying the groundwork for surveillance systems.|Saraiya M|Tangka FK, Asma S, Richardson LC.|Cancer Epidemiology|",https://www.ncbi.nlm.nih.gov/pubmed/27751693,839
Importance of implementation economics for program planning—evaluation of CDC's Colorectal Cancer Control Program.,"Tangka FK, Subramanian S.",Evaluation and Program Planning,2017,2016,https://dx.doi.org/10.1016/j.evalprogplan.2016,"Tangka FK, Subramanian S.",Colorectal (Colon) Cancer,Journal: Evaluation and Program Planning (Volume: ; Issue: ; Pages:  - ),Importance of implementation economics for program planning—evaluation of CDC's Colorectal Cancer Control Program.|Tangka FK|Subramanian S.|Evaluation and Program Planning|,https://www.ncbi.nlm.nih.gov/pubmed/28034480,840
Importance of perspective in economic analyses of cancer screening decisions.,"Mansley EC, McKenna MT.",Lancet,2002,2001,,"Mansley EC, McKenna MT.",Health Disparities in Cancer,Journal: Lancet (Volume: 358; Issue: ; Pages: 116 - 173),Importance of perspective in economic analyses of cancer screening decisions.|Mansley EC|McKenna MT.|Lancet|358,http://www.ncbi.nlm.nih.gov/pubmed/11597692,841
Improving breast cancer outcomes through patient navigation.,"Richardson LC.,",Journal of Women's Health,2017,2016,https://dx.doi.org/10.1089/jwh.2016.6222,"Richardson LC.,",Breast Cancer,Journal: Journal of Women's Health (Volume: ; Issue: ; Pages:  - ),Improving breast cancer outcomes through patient navigation.|Richardson LC.||Journal of Women's Health|,https://www.ncbi.nlm.nih.gov/pubmed/27870596,842
"Improving colorectal cancer screening outcomes: proceedings of the second meeting of the International Colorectal Cancer Screening Network, a global quality initiative.","Atkin WS, Benson VS, Green J, Monk CR, Nadel MR, Patnick J, Smith RA, Villain P.",Journal of Medical Screening,2010,2010,,"Atkin WS, Benson VS, Green J, Monk CR, Nadel MR, Patnick J, Smith RA, Villain P.",Colorectal (Colon) Cancer,Journal: Journal of Medical Screening (Volume: 17; Issue: 3; Pages: 152 - 157),"Improving colorectal cancer screening outcomes: proceedings of the second meeting of the International Colorectal Cancer Screening Network, a global quality initiative.|Atkin WS|Benson VS, Green J, Monk CR, Nadel MR, Patnick J, Smith RA, Villain P.|Journal of Medical Screening|17",http://www.ncbi.nlm.nih.gov/pubmed/20956726,843
"Improving integration and coordination of funding, technical assistance, and reporting/data collection: recommendations from CDC and USAPI stakeholders.","Ka'opua LS, White SF, Rochester PF, Holden DJ.",Pacific Health Dialog,2010,2010,,"Ka'opua LS, White SF, Rochester PF, Holden DJ.",NCCCP,Journal: Pacific Health Dialog (Volume: 16; Issue: 2; Pages: 30 - 40),"Improving integration and coordination of funding, technical assistance, and reporting/data collection: recommendations from CDC and USAPI stakeholders.|Ka'opua LS|White SF, Rochester PF, Holden DJ.|Pacific Health Dialog|16",http://www.ncbi.nlm.nih.gov/pubmed/21714333,844
Improving knowledge and awareness of human papillomavirus-associated gynecologic cancers: Results from the National Comprehensive Cancer Control Program/Inside Knowledge collaboration,"Townsend JS, Puckett M, Gelb CA, Whiteside M, Thorsness J, Stewart SL",Journal of Women's Health,2018,2018,https://dx.doi.org/10.1089/jwh.2018.7289,"Townsend JS, Puckett M, Gelb CA, Whiteside M, Thorsness J, Stewart SL",Gynecologic Cancers,Journal: Journal of Women's Health (Volume: 27; Issue: 8; Pages: 955 - 964),"Improving knowledge and awareness of human papillomavirus-associated gynecologic cancers: Results from the National Comprehensive Cancer Control Program/Inside Knowledge collaboration|Townsend JS|Puckett M, Gelb CA, Whiteside M, Thorsness J, Stewart SL|Journal of Women's Health|27",https://www.ncbi.nlm.nih.gov/pubmed/30129896,845
Improving screening uptake among breast cancer survivors and their first-degree relatives at elevated risk to breast cancer: results and implications of a randomized study in the state of Georgia.,"Lipscomb J, Escoffery C, Gillespie TW, Henley SJ, Smith RA, Chociemski T, Almon L, Jiang R, Sheng X, Goodman M, Ward KC.",International Journal of Environmental Research and Public Health,2020,2020,https://dx.doi.org/10.3390/ijerph17030977,"Lipscomb J, Escoffery C, Gillespie TW, Henley SJ, Smith RA, Chociemski T, Almon L, Jiang R, Sheng X, Goodman M, Ward KC.",Breast Cancer,Journal: International Journal of Environmental Research and Public Health (Volume: ; Issue: ; Pages:  - ),"Improving screening uptake among breast cancer survivors and their first-degree relatives at elevated risk to breast cancer: results and implications of a randomized study in the state of Georgia.|Lipscomb J|Escoffery C, Gillespie TW, Henley SJ, Smith RA, Chociemski T, Almon L, Jiang R, Sheng X, Goodman M, Ward KC.|International Journal of Environmental Research and Public Health|",https://www.mdpi.com/1660-4601/17/3/977,846
"Improving the efficiency of integrated cancer screening delivery across multiple cancers: case studies from Idaho, Rhode Island, and Nebraska.","Tangka FKL, Subramanian S, Hoover S, Cariou C, Creighton B, Hobbs L, Marzano A, Marcotte A, Norton DD, Kelly-Flis P, Leypoldt M, Larkins T, Poole M, Boehm J.",Implementation Science Communications,2023,2022,https://dx.doi.org/10.1186/s43058-022-00381-4,"Tangka FKL, Subramanian S, Hoover S, Cariou C, Creighton B, Hobbs L, Marzano A, Marcotte A, Norton DD, Kelly-Flis P, Leypoldt M, Larkins T, Poole M, Boehm J.",Breast Cancer,Journal: Implementation Science Communications (Volume: 3; Issue: 1; Pages: 133 - 133),"Improving the efficiency of integrated cancer screening delivery across multiple cancers: case studies from Idaho, Rhode Island, and Nebraska.|Tangka FKL|Subramanian S, Hoover S, Cariou C, Creighton B, Hobbs L, Marzano A, Marcotte A, Norton DD, Kelly-Flis P, Leypoldt M, Larkins T, Poole M, Boehm J.|Implementation Science Communications|3",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9756516/,847
In conclusion: looking to the future of comprehensive cancer control.,"Belle Isle L, Plescia M, La Porta M, Shepherd W.",Cancer Causes and Control,2011,2010,,"Belle Isle L, Plescia M, La Porta M, Shepherd W.",NCCCP,Journal: Cancer Causes and Control (Volume: 21; Issue: 12; Pages: 204 - 057),"In conclusion: looking to the future of comprehensive cancer control.|Belle Isle L|Plescia M, La Porta M, Shepherd W.|Cancer Causes and Control|21",http://www.ncbi.nlm.nih.gov/pubmed/21072580,848
In their own words: a qualitative study of the psychosocial concerns of post-treatment and long-term lung cancer survivors.,"Rohan EA, Boehm J, Allen KG, Poehlman J.",Journal of Psychosocial Oncology,2016,2016,https://dx.doi.org/10.1080/07347332.2015.1129010,"Rohan EA, Boehm J, Allen KG, Poehlman J.",Cancer Survivorship,Journal: Journal of Psychosocial Oncology (Volume: 34; Issue: 3; Pages: 169 - 183),"In their own words: a qualitative study of the psychosocial concerns of post-treatment and long-term lung cancer survivors.|Rohan EA|Boehm J, Allen KG, Poehlman J.|Journal of Psychosocial Oncology|34",http://www.ncbi.nlm.nih.gov/pubmed/26764569,849
Incidence and 5-year survival of children and adolescents with hepatoblastoma in the United States.,"Kahla JA, Siegel DA, Dai S, Lupo PJ, Foster JH, Scheurer ME, Heczey AA.",Pediatric Blood and Cancer,2022,2022,https://dx.doi.org/10.1002/pbc.29763,"Kahla JA, Siegel DA, Dai S, Lupo PJ, Foster JH, Scheurer ME, Heczey AA.",NPCR,Journal: Pediatric Blood and Cancer (Volume: ; Issue: ; Pages:  - ),"Incidence and 5-year survival of children and adolescents with hepatoblastoma in the United States.|Kahla JA|Siegel DA, Dai S, Lupo PJ, Foster JH, Scheurer ME, Heczey AA.|Pediatric Blood and Cancer|",https://pubmed.ncbi.nlm.nih.gov/35591805/,850
"Incidence and descriptive epidemiology of mesothelioma in the United States, 1999–2002.","Larson T, Melnikova N, Davis SI, Jamison P.",International Journal of Occupational and Environmental Health,2008,2007,https://dx.doi.org/10.1179/oeh.2007.13.4.398,"Larson T, Melnikova N, Davis SI, Jamison P.",NPCR,Journal: International Journal of Occupational and Environmental Health (Volume: 13; Issue: 4; Pages: 398 - 403),"Incidence and descriptive epidemiology of mesothelioma in the United States, 1999–2002.|Larson T|Melnikova N, Davis SI, Jamison P.|International Journal of Occupational and Environmental Health|13",http://www.ncbi.nlm.nih.gov/pubmed/18085053,851
"Incidence and mortality of cancers of the biliary tract by sex, age, race/ethnicity, and stage at diagnosis-United States, 2013–2017.","Ellington TD, Momin B, Wilson RJ, Henley SJ, Wu M, Ryerson AB.","Cancer Epidemiology, Biomarkers and Prevention",2021,2021,https://dx.doi.org/10.1158/1055-9965.EPI-21-0265,"Ellington TD, Momin B, Wilson RJ, Henley SJ, Wu M, Ryerson AB.",NPCR,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: ; Issue: ; Pages:  - )","Incidence and mortality of cancers of the biliary tract by sex, age, race/ethnicity, and stage at diagnosis-United States, 2013–2017.|Ellington TD|Momin B, Wilson RJ, Henley SJ, Wu M, Ryerson AB.|Cancer Epidemiology, Biomarkers and Prevention|",https://pubmed.ncbi.nlm.nih.gov/34244156/,852
Incidence and public health burden of sunburn among beachgoers in the United States.,"DeFlorio-Barker S, Holman D, Landolfi R, Arnold BF, Colford JM Jr, Weisberg SB, Schiff KC, Sams EA, Wade TJ.",Preventive Medicine,2020,2020,https://dx.doi.org/10.1016/j.ypmed.2020.106047,"DeFlorio-Barker S, Holman D, Landolfi R, Arnold BF, Colford JM Jr, Weisberg SB, Schiff KC, Sams EA, Wade TJ.",Skin Cancer,Journal: Preventive Medicine (Volume: ; Issue: ; Pages:  - ),"Incidence and public health burden of sunburn among beachgoers in the United States.|DeFlorio-Barker S|Holman D, Landolfi R, Arnold BF, Colford JM Jr, Weisberg SB, Schiff KC, Sams EA, Wade TJ.|Preventive Medicine|",https://www.ncbi.nlm.nih.gov/pubmed/32142856,853
"Incidence and survival of pediatric and adult hepatocellular carcinoma, United States, 2001–2020.","Arnett A, Siegel DA, Dai S, Thompson TD, Foster J, di Pierro EJ, Momin B, Lupo PJ, Heczey A.",Cancer Epidemiology,2024,2024,https://dx.doi.org/10.1016/j.canep.2024.102610,"Arnett A, Siegel DA, Dai S, Thompson TD, Foster J, di Pierro EJ, Momin B, Lupo PJ, Heczey A.",Other Research,Journal: Cancer Epidemiology (Volume: ; Issue: ; Pages:  - ),"Incidence and survival of pediatric and adult hepatocellular carcinoma, United States, 2001–2020.|Arnett A|Siegel DA, Dai S, Thompson TD, Foster J, di Pierro EJ, Momin B, Lupo PJ, Heczey A.|Cancer Epidemiology|",https://pubmed.ncbi.nlm.nih.gov/38986355/,854
"Incidence of and trends in the leading cancers with elevated incidence among American Indian and Alaska Native populations, 2012–2016.","Melkonian SC, Weir HK, Jim MA, Preikschat B, Haverkamp D, White MC.",American Journal of Epidemiology,2021,2021,https://dx.doi.org/10.1093/aje/kwaa222,"Melkonian SC, Weir HK, Jim MA, Preikschat B, Haverkamp D, White MC.",Breast Cancer,Journal: American Journal of Epidemiology (Volume: 190; Issue: 4; Pages: 528 - 538),"Incidence of and trends in the leading cancers with elevated incidence among American Indian and Alaska Native populations, 2012–2016.|Melkonian SC|Weir HK, Jim MA, Preikschat B, Haverkamp D, White MC.|American Journal of Epidemiology|190",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8026484/,855
"Incidence of cancers of the oral cavity and pharynx among American Indians and Alaska Natives, 1999-2004.","Reichman ME, Kelly JJ, Kosary CL, Coughlin SS, Jim MA, Lanier AP.",Cancer,2008,2008,,"Reichman ME, Kelly JJ, Kosary CL, Coughlin SS, Jim MA, Lanier AP.",Health Disparities in Cancer,Journal: Cancer (Volume: 113; Issue: S5; Pages: 125 - 265),"Incidence of cancers of the oral cavity and pharynx among American Indians and Alaska Natives, 1999-2004.|Reichman ME|Kelly JJ, Kosary CL, Coughlin SS, Jim MA, Lanier AP.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18720381,856
"Incidence of in situ and invasive vulvar cancer in the U.S., 1998-2003.","Saraiya M, Watson M, Wu X, King JB, Chen VW, Smith JS, Giuliano AR.",Cancer,2009,2008,,"Saraiya M, Watson M, Wu X, King JB, Chen VW, Smith JS, Giuliano AR.",Gynecologic Cancers,Journal: Cancer (Volume: 113; Issue: S10; Pages: 286 - 872),"Incidence of in situ and invasive vulvar cancer in the U.S., 1998-2003.|Saraiya M|Watson M, Wu X, King JB, Chen VW, Smith JS, Giuliano AR.|Cancer|113",http://www.ncbi.nlm.nih.gov/pubmed/18980209,857
Incidence of minor complications and time lost from normal activities after screening or surveillance colonoscopy.,"Ko CW, Riffle S, Shapiro JA, Saunders MD, Lee SD, Tung BY, Kuver R, Larson AM, Kowdley KV, Kimmey MB.",Gastrointestinal Endoscopy,2007,2007,,"Ko CW, Riffle S, Shapiro JA, Saunders MD, Lee SD, Tung BY, Kuver R, Larson AM, Kowdley KV, Kimmey MB.",Colorectal (Colon) Cancer,Journal: Gastrointestinal Endoscopy (Volume: 65; Issue: 4; Pages: 648 - 656),"Incidence of minor complications and time lost from normal activities after screening or surveillance colonoscopy.|Ko CW|Riffle S, Shapiro JA, Saunders MD, Lee SD, Tung BY, Kuver R, Larson AM, Kowdley KV, Kimmey MB.|Gastrointestinal Endoscopy|65",http://www.ncbi.nlm.nih.gov/pubmed/17173914,858
"Incidence of ovarian cancer by race and ethnicity in the United States, 1992-1997.","Goodman M, Howe HL, Tung KH, Hotes J, Miller B, Coughlin S, Chen VW.",Cancer,2003,2003,,"Goodman M, Howe HL, Tung KH, Hotes J, Miller B, Coughlin S, Chen VW.",Gynecologic Cancers,Journal: Cancer (Volume: 97; Issue: Suppl 10; Pages: 267 - 685),"Incidence of ovarian cancer by race and ethnicity in the United States, 1992-1997.|Goodman M|Howe HL, Tung KH, Hotes J, Miller B, Coughlin S, Chen VW.|Cancer|97",http://www.ncbi.nlm.nih.gov/pubmed/12733132,859
"Incidence of Pap test abnormalities within 3 years of a normal Pap test—United States, 1991-1998.","Sawaya G, Kerlikowske K, Lee NC, Gildengorin G, Washington AE, Saraiya M.",MMWR,2001,2000,,"Sawaya G, Kerlikowske K, Lee NC, Gildengorin G, Washington AE, Saraiya M.",Cervical Cancer,Journal: MMWR (Volume: 49; Issue: 44; Pages: 100 - 003),"Incidence of Pap test abnormalities within 3 years of a normal Pap test—United States, 1991-1998.|Sawaya G|Kerlikowske K, Lee NC, Gildengorin G, Washington AE, Saraiya M.|MMWR|49",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm4944a1.htm,860
"Incidence of primary liver cancer in American Indians and Alaska Natives, US, 1999–2009.","Melkonian SC, Jim MA, Reilley B, Erdrich J, Berkowitz Z, Wiggins CL, Haverkamp D, White MC.",Cancer Causes and Control,2018,2018,https://dx.doi.org/10.1007/s10552-018-1059-3,"Melkonian SC, Jim MA, Reilley B, Erdrich J, Berkowitz Z, Wiggins CL, Haverkamp D, White MC.",Health Disparities in Cancer,Journal: Cancer Causes and Control (Volume: ; Issue: ; Pages:  - ),"Incidence of primary liver cancer in American Indians and Alaska Natives, US, 1999–2009.|Melkonian SC|Jim MA, Reilley B, Erdrich J, Berkowitz Z, Wiggins CL, Haverkamp D, White MC.|Cancer Causes and Control|",https://www.ncbi.nlm.nih.gov/pubmed/30030669,861
"Incidence of selected cancers in non-Hispanic American Indian and Alaska Native adolescent and young adult populations, 1999–2019.","Melkonian SC, Said N, Weir HK, Jim MA, Siegel DA",Annals of Epidemiology,2023,2023,https://dx.doi.org/10.1016/j.annepidem.2023.04.016,"Melkonian SC, Said N, Weir HK, Jim MA, Siegel DA",Health Disparities in Cancer,Journal: Annals of Epidemiology (Volume: ; Issue: ; Pages:  - ),"Incidence of selected cancers in non-Hispanic American Indian and Alaska Native adolescent and young adult populations, 1999–2019.|Melkonian SC|Said N, Weir HK, Jim MA, Siegel DA|Annals of Epidemiology|",https://pubmed.ncbi.nlm.nih.gov/37119997/,862
"Incidence of stomach, liver, and colorectal cancers by geography and social vulnerability among American Indian and Alaska Native populations, 2010–2019.","Melkonian SC, Jim MA, Reza A, Peipins LA, Haverkamp D, Said N, Sharpe JD.",American Journal of Epidemiology,2024,2023,https://dx.doi.org/10.1093/aje/kwad194,"Melkonian SC, Jim MA, Reza A, Peipins LA, Haverkamp D, Said N, Sharpe JD.",Colorectal (Colon) Cancer,Journal: American Journal of Epidemiology (Volume: ; Issue: ; Pages:  - ),"Incidence of stomach, liver, and colorectal cancers by geography and social vulnerability among American Indian and Alaska Native populations, 2010–2019.|Melkonian SC|Jim MA, Reza A, Peipins LA, Haverkamp D, Said N, Sharpe JD.|American Journal of Epidemiology|",https://pubmed.ncbi.nlm.nih.gov/37823258/,863
"Incidence of testicular cancer in the United States, 1999–2004.","Townsend JS, Richardson LC, German RR.",American Journal of Men's Health,2010,2009,,"Townsend JS, Richardson LC, German RR.",NPCR,Journal: American Journal of Men's Health (Volume: ; Issue: ; Pages:  - ),"Incidence of testicular cancer in the United States, 1999–2004.|Townsend JS|Richardson LC, German RR.|American Journal of Men's Health|",http://www.ncbi.nlm.nih.gov/pubmed/20031937,864
Incorporating stakeholder feedback in guidelines development for the management of abnormal cervical cancer screening tests.,"Perkins RB, Fuzzell LN, Lake P, McIntyre M, Nayar R, Saraiya M, Loukissas J, Felder T, Guido RS, Vadaparampil ST.",Journal of Lower Genital Tract Disease,2020,2020,https://dx.doi.org/10.1097/LGT.0000000000000524,"Perkins RB, Fuzzell LN, Lake P, McIntyre M, Nayar R, Saraiya M, Loukissas J, Felder T, Guido RS, Vadaparampil ST.",Cervical Cancer,Journal: Journal of Lower Genital Tract Disease (Volume: 24; Issue: 2; Pages: 167 - 177),"Incorporating stakeholder feedback in guidelines development for the management of abnormal cervical cancer screening tests.|Perkins RB|Fuzzell LN, Lake P, McIntyre M, Nayar R, Saraiya M, Loukissas J, Felder T, Guido RS, Vadaparampil ST.|Journal of Lower Genital Tract Disease|24",https://www.ncbi.nlm.nih.gov/pubmed/32243312,865
Increase in screening for colorectal cancer in older Americans: results from a national survey.,"Chen X, White MC, Peipins LA, Seeff LC.",Journal of the American Geriatrics Society,2008,2008,,"Chen X, White MC, Peipins LA, Seeff LC.",Colorectal (Colon) Cancer,Journal: Journal of the American Geriatrics Society (Volume: 56; Issue: 8; Pages: 151 - 516),"Increase in screening for colorectal cancer in older Americans: results from a national survey.|Chen X|White MC, Peipins LA, Seeff LC.|Journal of the American Geriatrics Society|56",http://www.ncbi.nlm.nih.gov/pubmed/18662217,866
Increased risk of early stage breast cancer related to consumption of sweet foods among women less than age 45.,"Potischman N, Coates RJ, Swanson CA, Carroll RJ, Daling JR, Brogan DR, Gammon MD, Midthune D, Curtin J, Brinton LA.",Cancer Causes and Control,2003,2002,,"Potischman N, Coates RJ, Swanson CA, Carroll RJ, Daling JR, Brogan DR, Gammon MD, Midthune D, Curtin J, Brinton LA.",Breast Cancer,Journal: Cancer Causes and Control (Volume: 13; Issue: 10; Pages: 937 - 946),"Increased risk of early stage breast cancer related to consumption of sweet foods among women less than age 45.|Potischman N|Coates RJ, Swanson CA, Carroll RJ, Daling JR, Brogan DR, Gammon MD, Midthune D, Curtin J, Brinton LA.|Cancer Causes and Control|13",http://www.ncbi.nlm.nih.gov/pubmed/12588090,867
"Increased use of colorectal cancer tests—United States, 2002 and 2004.","Seeff LC, King J, Pollack LA, Williams KN.",MMWR,2006,2006,,"Seeff LC, King J, Pollack LA, Williams KN.",Colorectal (Colon) Cancer,Journal: MMWR (Volume: 55; Issue: 11; Pages: 308 - 311),"Increased use of colorectal cancer tests—United States, 2002 and 2004.|Seeff LC|King J, Pollack LA, Williams KN.|MMWR|55",http://www.cdc.gov/mmwr/preview/mmwrhtml/mm5511a4.htm,868
"Increasing awareness of gynecologic cancer risks and symptoms among Asian, Native Hawaiian, and Pacific Islander women in the U.S.-Associated Pacific Island Jurisdictions.","Novinson D, Puckett M, Townsend J, Reichhardt M, Tareg A, Palemar J, Wichilib R, Stewart SL.",Asian Pacific Journal of Cancer Prevention,2017,2017,https://dx.doi.org/10.22034/APJCP.2017.18.8.2127,"Novinson D, Puckett M, Townsend J, Reichhardt M, Tareg A, Palemar J, Wichilib R, Stewart SL.",Gynecologic Cancers,Journal: Asian Pacific Journal of Cancer Prevention (Volume: 18; Issue: 8; Pages: 212 - 133),"Increasing awareness of gynecologic cancer risks and symptoms among Asian, Native Hawaiian, and Pacific Islander women in the U.S.-Associated Pacific Island Jurisdictions.|Novinson D|Puckett M, Townsend J, Reichhardt M, Tareg A, Palemar J, Wichilib R, Stewart SL.|Asian Pacific Journal of Cancer Prevention|18",https://www.ncbi.nlm.nih.gov/pubmed/28843233,869
Increasing awareness of uterine cancer risks and symptoms by using campaign materials from Inside Knowledge: Get the Facts About Gynecologic Cancer.,"Novinson D, Puckett M, Townsend J, Tortolero-Luna G, Patterson JR, Gelb CA, Stewart SL.",Journal of Cancer Education,2018,2018,https://dx.doi.org/10.1007/s13187-018-1427-4,"Novinson D, Puckett M, Townsend J, Tortolero-Luna G, Patterson JR, Gelb CA, Stewart SL.",Gynecologic Cancers,Journal: Journal of Cancer Education (Volume: ; Issue: ; Pages:  - ),"Increasing awareness of uterine cancer risks and symptoms by using campaign materials from Inside Knowledge: Get the Facts About Gynecologic Cancer.|Novinson D|Puckett M, Townsend J, Tortolero-Luna G, Patterson JR, Gelb CA, Stewart SL.|Journal of Cancer Education|",https://www.ncbi.nlm.nih.gov/pubmed/30229402,870
Increasing colonoscopy screening in disparate populations: Results from an evaluation of patient navigation in the New Hampshire Colorectal Cancer Screening Program.,"Rice K, Gressard L, DeGroff A, Gersten J, Robie J, Leadbetter S, Glover-Kudon R, Butterly L.",Cancer,2017,2017,https://dx.doi.org/10.1002/cncr.30761,"Rice K, Gressard L, DeGroff A, Gersten J, Robie J, Leadbetter S, Glover-Kudon R, Butterly L.",Colorectal (Colon) Cancer,Journal: Cancer (Volume: 123; Issue: 17; Pages: 335 - 366),"Increasing colonoscopy screening in disparate populations: Results from an evaluation of patient navigation in the New Hampshire Colorectal Cancer Screening Program.|Rice K|Gressard L, DeGroff A, Gersten J, Robie J, Leadbetter S, Glover-Kudon R, Butterly L.|Cancer|123",https://www.ncbi.nlm.nih.gov/pubmed/28464213,871
Increasing colorectal cancer incidence before and after age 50: implications for screening initiation and promotion of “on-time” screening.,"Cho MY, Siegel DA, Demb J, Richardson LC, Gupta S.",Digestive Diseases and Sciences,2021,2021,https://dx.doi.org/10.1007/s10620-021-07213-w,"Cho MY, Siegel DA, Demb J, Richardson LC, Gupta S.",Colorectal (Colon) Cancer,Journal: Digestive Diseases and Sciences (Volume: ; Issue: ; Pages:  - ),"Increasing colorectal cancer incidence before and after age 50: implications for screening initiation and promotion of “on-time” screening.|Cho MY|Siegel DA, Demb J, Richardson LC, Gupta S.|Digestive Diseases and Sciences|",https://pubmed.ncbi.nlm.nih.gov/34486085/,872
Increasing colorectal cancer screening in health care systems using evidence-based interventions,"DeGroff A, Sharma K, Satsangi A, Kenney K, Joseph D, Ross K, Leadbetter S, Helsel W, Kammerer W, Firth R, Rockwell T, Short W, Tangka F, Wong F, Richardson L",Preventing Chronic Disease,2018,2018,https://dx.doi.org/10.5888/pcd15.180029,"DeGroff A, Sharma K, Satsangi A, Kenney K, Joseph D, Ross K, Leadbetter S, Helsel W, Kammerer W, Firth R, Rockwell T, Short W, Tangka F, Wong F, Richardson L",Colorectal (Colon) Cancer,Journal: Preventing Chronic Disease (Volume: 15; Issue: E100; Pages:  - ),"Increasing colorectal cancer screening in health care systems using evidence-based interventions|DeGroff A|Sharma K, Satsangi A, Kenney K, Joseph D, Ross K, Leadbetter S, Helsel W, Kammerer W, Firth R, Rockwell T, Short W, Tangka F, Wong F, Richardson L|Preventing Chronic Disease|15",https://www.cdc.gov/pcd/issues/2018/18_0029.htm,873
Increasing colorectal cancer screening in South Dakota.,"Seeff L, Schmidt N.",South Dakota Medicine,2010,2010,,"Seeff L, Schmidt N.",Colorectal (Colon) Cancer,Journal: South Dakota Medicine (Volume: ; Issue: ; Pages: 49 - 51),Increasing colorectal cancer screening in South Dakota.|Seeff L|Schmidt N.|South Dakota Medicine|,http://www.ncbi.nlm.nih.gov/pubmed/20397491,874
Increasing HPV vaccination rates through national provider partnerships.,"Mitchell K, Saraiya M, Bhatt A.",Journal of Women's Health,2019,2019,https://dx.doi.org/10.1089/jwh.2019.7753,"Mitchell K, Saraiya M, Bhatt A.",HPV-Associated Cancers,Journal: Journal of Women's Health (Volume: ; Issue: ; Pages:  - ),"Increasing HPV vaccination rates through national provider partnerships.|Mitchell K|Saraiya M, Bhatt A.|Journal of Women's Health|",https://www.ncbi.nlm.nih.gov/pubmed/31107143,875
Indicators for chronic disease surveillance.,"Centers for Disease Control and Prevention, Council of State and Territorial Epidemiologists, and the Association of State and Territorial Chronic Disease Program Directors.",MMWR,2004,2004,,"Centers for Disease Control and Prevention, Council of State and Territorial Epidemiologists, and the Association of State and Territorial Chronic Disease Program Directors.",NPCR,Journal: MMWR (Volume: 53; Issue: RR11; Pages: 16 - 16),"Indicators for chronic disease surveillance.|Centers for Disease Control and Prevention|Council of State and Territorial Epidemiologists, and the Association of State and Territorial Chronic Disease Program Directors.|MMWR|53",http://www.cdc.gov/mmwr/preview/mmwrhtml/rr5311a1.htm,876
"Indoor tanning among high school students in the United States, 2009 and 2011.","Guy GP Jr., Berkowitz Z, Tai E, Holman DM, Everett Jones S, Richardson LC.",JAMA Dermatology,2014,2014,https://dx.doi.org/10.1001/jamadermatol.2013.7124,"Guy GP Jr., Berkowitz Z, Tai E, Holman DM, Everett Jones S, Richardson LC.",Pediatric and Young Adult Cancer,Journal: JAMA Dermatology (Volume: ; Issue: ; Pages:  - ),"Indoor tanning among high school students in the United States, 2009 and 2011.|Guy GP Jr.|Berkowitz Z, Tai E, Holman DM, Everett Jones S, Richardson LC.|JAMA Dermatology|",http://www.ncbi.nlm.nih.gov/pubmed/24577222,877
Indoor tanning among New Jersey high school students before and after the enactment of youth access restrictions,"Watson M, Guy GP",Journal of the American Academy of Dermatology,2017,2017,https://dx.doi.org/10.1016/j.jaad.2016.08.072,"Watson M, Guy GP",Pediatric and Young Adult Cancer,Journal: Journal of the American Academy of Dermatology (Volume: 76; Issue: 2; Pages: e67 - e68),Indoor tanning among New Jersey high school students before and after the enactment of youth access restrictions|Watson M|Guy GP|Journal of the American Academy of Dermatology|76,https://www.ncbi.nlm.nih.gov/pubmed/28089019,878
