YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Numerator,Sample_Size,LocationID,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,GenderID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,Geolocation,Geographic Level,NonWeightedSample,WeightedSample
2013,2013,IL,Illinois,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Age-adjusted Prevalence,4.23,,,3.27,5.45,,212000,17,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-89.1999512 40),,,
2017,2017,IL,Illinois,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Other,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,17,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,OTH,RFAPAR,RFALLPAR2,POINT (-89.1999512 40),,,
2015,2015,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,2.78,,,2.35,3.28,,50000,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-94.5999756 46),,,
2018,2018,TX,Texas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Crude Prevalence,10.1,,,7.51,13.6,,296000,48,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-99 31.5),,,
2014,2014,WI,Wisconsin,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,3.02,,,2.32,3.92,,113000,55,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-89.6999512 44.75),,,
2015,2015,SD,South Dakota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,6.29,,,4.49,8.73,,7000,46,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-100.199951 44.5),,,
2017,2017,PA,Pennsylvania,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,5.25,,,3.48,7.86,,52000,42,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-77.6999512 40.6999817),,,
2014,2014,FL,Florida,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,7.12,,,5.19,9.7,,143000,12,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-81.6999512 28.2999878),,,
2015,2015,CT,Connecticut,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.89,,,4.05,5.89,,28000,9,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-72.75 41.5999756),,,
2017,2017,AR,Arkansas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Age-adjusted Prevalence,7.41,,,5.56,9.83,,82000,5,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-92.5 35),,,
2015,2015,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,Smoking,Yes,%,Crude Prevalence,5.18,,,3.03,8.74,,44000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFSM,RFYES,,,,
2015,2015,NM,New Mexico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,7.28,,,6.06,8.71,,46000,35,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-106 34.5999756),,,
2014,2014,HI,Hawaii,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.18,,,3.2,5.43,,9000,15,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-157 21),,,
2016,2016,RI,Rhode Island,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,4.06,,,3.33,4.94,,34000,44,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-71.5 41.6999817),,,
2017,2017,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-94.5999756 46),,,
2015,2015,OR,Oregon,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Crude Prevalence,3.79,,,3.14,4.57,,91000,41,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-120.5 44),,,
2015,2015,NJ,New Jersey,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Crude Prevalence,3.39,,,2.89,3.96,,198000,34,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-74.3999634 40.1999817),,,
2014,2014,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,2.29,,,2.03,2.58,,83000,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-94.5999756 46),,,
2016,2016,DE,Delaware,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,Yes,%,Age-adjusted Prevalence,12.2,,,6.54,21.5,,8000,10,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFYES,POINT (-75.5 39),,,
2017,2017,RI,Rhode Island,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Age-adjusted Prevalence,4.38,,,3.43,5.58,,19000,44,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-71.5 41.6999817),,,
2014,2014,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,All participants,All participants,%,Crude Prevalence,0.75,,,0.37,1.51,,2000,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-152 65),,,
2014,2014,AL,Alabama,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Crude Prevalence,0,,,,,,0,1,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-86.5999756 32.7999878),,,
2013,2013,NV,Nevada,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,32,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-116.699951 39.5),,,
2013,2013,MI,Michigan,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,10.3,,,7.96,13.3,,103000,26,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-84.8999634 43),,,
2014,2014,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,North American Native,All participants,All participants,%,Crude Prevalence,4.67,,,3.09,7,,43000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,AIAN,RFAPAR,RFALLPAR2,,,,
2017,2017,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,2.14,,,1.94,2.37,,1061000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,WHT,RFAPAR,RFALLPAR2,,,,
2013,2013,CA,California,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Crude Prevalence,6.01,,,5.04,7.16,,607000,6,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-120 37),,,
2017,2017,WA,Washington,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Male,All races,All participants,All participants,%,Age-adjusted Prevalence,3.06,,,2.56,3.67,,85000,53,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GM,ALLRACE,RFAPAR,RFALLPAR2,POINT (-120.5 47.2999878),,,
2013,2013,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Crude Prevalence,4.24,,,3.42,5.24,,9000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-107.199951 43),,,
2015,2015,NY,New York,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Other,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,36,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,OTH,RFAPAR,RFALLPAR2,POINT (-75.1999512 43),,,
2017,2017,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,Asian,All participants,All participants,%,Crude Prevalence,2.3,,,1.51,3.48,,105000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ASN,RFAPAR,RFALLPAR2,,,,
2017,2017,MN,Minnesota,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Crude Prevalence,2.71,,,2.4,3.07,,97000,27,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-94.5999756 46),,,
2017,2017,MO,Missouri,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Hispanic, any race",All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,29,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,HISP,RFAPAR,RFALLPAR2,POINT (-92.5 38.5),,,
2017,2017,CT,Connecticut,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Age-adjusted Prevalence,4.56,,,3.69,5.63,,66000,9,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-72.75 41.5999756),,,
2016,2016,NH,New Hampshire,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Crude Prevalence,4.6,,,2.95,7.1,,9000,33,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-71.5999756 43.5),,,
2014,2014,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Age-adjusted Prevalence,2.79,,,2.23,3.49,,11000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-107.199951 43),,,
2018,2018,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,All participants,All participants,%,Crude Prevalence,5.38,,,3.88,7.41,,12000,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-152 65),,,
2016,2016,LA,Louisiana,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,22,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-92.5 31),,,
2017,2017,RI,Rhode Island,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,2.95,,,1.85,4.66,,9000,44,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-71.5 41.6999817),,,
2018,2018,DE,Delaware,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,All races,All participants,All participants,%,Crude Prevalence,5.83,,,4.82,7.04,,23000,10,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,ALLRACE,RFAPAR,RFALLPAR2,POINT (-75.5 39),,,
2017,2017,TN,Tennessee,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Crude Prevalence,8.73,,,6.84,11.1,,98000,47,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-86 35.7999878),,,
2016,2016,PA,Pennsylvania,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,4.32,,,2.66,6.95,,42000,42,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-77.6999512 40.6999817),,,
2015,2015,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-152 65),,,
2015,2015,NY,New York,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Crude Prevalence,4.09,,,3.58,4.67,,520000,36,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-75.1999512 43),,,
2018,2018,NM,New Mexico,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,5.86,,,4.96,6.92,,78000,35,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-106 34.5999756),,,
2013,2013,NJ,New Jersey,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,5.25,,,4.04,6.79,,42000,34,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-74.3999634 40.1999817),,,
2018,2018,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,Female,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,4.2,,,4.01,4.41,,3716000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GF,WHT,RFAPAR,RFALLPAR2,,,,
2015,2015,DE,Delaware,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,No,%,Age-adjusted Prevalence,3.75,,,2.94,4.77,,24000,10,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFNO,POINT (-75.5 39),,,
2013,2013,RI,Rhode Island,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Diabetes,Yes,%,Crude Prevalence,9.99,,,7.48,13.2,,8000,44,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFDM,RFYES,POINT (-71.5 41.6999817),,,
2015,2015,OK,Oklahoma,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Crude Prevalence,7.88,,,4.98,12.2,,16000,40,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-97.3999634 35.5999756),,,
2018,2018,AR,Arkansas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"Black, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,8.65,,,6.04,12.3,,27000,5,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,BLK,RFAPAR,RFALLPAR2,POINT (-92.5 35),,,
2018,2018,IA,Iowa,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Asian,All participants,All participants,%,Crude Prevalence,,#,Value suppressed,,,,,19,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ASN,RFAPAR,RFALLPAR2,POINT (-93.5 42.25),,,
2017,2017,TX,Texas,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,5.38,,,4.6,6.27,,1076000,48,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-99 31.5),,,
2014,2014,WA,Washington,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Crude Prevalence,3.77,,,3.24,4.38,,146000,53,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-120.5 47.2999878),,,
2016,2016,NC,North Carolina,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,65 years and older,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,7.47,,,6.02,9.23,,118000,37,TVFUNC,CBLIND,BRVPGL,RYES,,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-79 35.5),,,
2016,2016,NH,New Hampshire,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,Other,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,33,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,OTH,RFAPAR,RFALLPAR2,POINT (-71.5999756 43.5),,,
2013,2013,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,All races,Smoking,Yes,%,Crude Prevalence,10.9,,,10.3,11.5,,2168000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,ALLRACE,RFSM,RFYES,,,,
2017,2017,CA,California,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Crude Prevalence,3.17,,,2.6,3.86,,372000,6,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-120 37),,,
2015,2015,WY,Wyoming,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,2.76,,,2.11,3.62,,10000,56,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-107.199951 43),,,
2013,2013,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,All participants,All participants,%,Age-adjusted Prevalence,3.27,,,2.62,4.07,,17000,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFAPAR,RFALLPAR2,POINT (-152 65),,,
2018,2018,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,18-39 years,All genders,All races,Diabetes,Yes,%,Crude Prevalence,9.67,,,7.57,12.3,,211000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE1839,GALL,ALLRACE,RFDM,RFYES,,,,
2015,2015,FL,Florida,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,,#,Value suppressed,,,,,12,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-81.6999512 28.2999878),,,
2018,2018,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,10.2,,,8.71,11.9,,229000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,,,,
2015,2015,US,National,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,40-64 years,All genders,Other,All participants,All participants,%,Age-adjusted Prevalence,9.11,,,7.43,11.1,,166000,59,TVFUNC,CBLIND,BRVPGL,RYES,,AGE4064,GALL,OTH,RFAPAR,RFALLPAR2,,,,
2018,2018,VT,Vermont,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,6.5,,,4.63,9.06,,4000,50,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-72.6999512 44.5),,,
2013,2013,OR,Oregon,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,No,%,Age-adjusted Prevalence,3.54,,,2.85,4.39,,92000,41,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFNO,POINT (-120.5 44),,,
2017,2017,WI,Wisconsin,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,All races,Smoking,Yes,%,Age-adjusted Prevalence,4.61,,,2.94,7.17,,33000,55,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,ALLRACE,RFSM,RFYES,POINT (-89.6999512 44.75),,,
2016,2016,NE,Nebraska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,"White, non-Hispanic",All participants,All participants,%,Age-adjusted Prevalence,2.25,,,1.94,2.6,,28000,31,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,WHT,RFAPAR,RFALLPAR2,POINT (-99.5 41.5),,,
2013,2013,AK,Alaska,BRFSS,Visual Function,Blind or Difficulty Seeing,Percentage of people who are blind or have serious difficulty seeing even when wearing glasses,Yes,All ages,All genders,North American Native,All participants,All participants,%,Age-adjusted Prevalence,5.7,,,3.66,8.8,,4000,2,TVFUNC,CBLIND,BRVPGL,RYES,,AGEALL,GALL,AIAN,RFAPAR,RFALLPAR2,POINT (-152 65),,,
