Year,Value,Units,Bacteria,Topic,ViewBy,ViewBy2
2008,23.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2008,26.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2008,26.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2008,69.9,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2008,18.8,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2008,6.3,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2009,8.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2009,25.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2009,0.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2009,3741,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2009,26.53,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2009,10.18,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2009,14.8,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2009,23,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2009,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2009,37.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2009,32.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2009,4.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2009,13.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2009,11.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2009,21.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2009,3.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2009,38.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2009,14.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2009,14.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2009,21.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2009,14.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2009,14.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2009,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2009,0.9,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2009,0.22,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2009,0.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2009,0.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2009,0.82,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2009,2.59,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2009,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2009,6.56,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2009,1.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2009,1.5,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2009,5000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2009,39000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2009,44000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2009,22.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2009,14.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2009,17.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2009,18.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2009,12,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2009,6.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2009,7.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2009,8.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2009,9.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2009,38.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2009,17.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2009,21.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2009,25.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2009,25.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2009,70.4,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2009,19.2,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2009,4.8,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2010,8.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2010,26.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2010,0.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2010,3446,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2010,25.25,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2010,10.64,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2010,15.1,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2010,22.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2010,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2010,34.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2010,26.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2010,3.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2010,13.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2010,10.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2010,18.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2010,2.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2010,36.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2010,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2010,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2010,17.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2010,9.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2010,12.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2010,12.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2010,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2010,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2010,0.26,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2010,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2010,0.68,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2010,1.84,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2010,0.02,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2010,5.63,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2010,1.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2010,1.2,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2010,4000,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2010,35750,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2010,39750,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2010,19.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2010,12.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2010,14.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2010,16,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2010,10.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2010,5.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2010,6.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2010,7.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2010,8.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2010,36.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2010,14.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2010,18.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2010,21.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2010,23.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2010,70.3,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2010,16.8,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2010,6,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2011,8,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2011,26.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2011,0.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2011,3199,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2011,23.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2011,9.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2011,13.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2011,21.9,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2011,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2011,22,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2011,17.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2011,3.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2011,8.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2011,8.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2011,18.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2011,2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2011,34.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2011,11.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2011,11.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2011,16.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2011,9.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2011,11.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2011,10.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2011,1.06,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2011,0.53,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2011,0.16,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2011,0.26,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2011,0.8,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2011,1.74,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2011,0.02,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2011,6,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2011,1.3,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2011,1.3,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2011,4225,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2011,32365,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2011,36590,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2011,12.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2011,4.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2011,6.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2011,8.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2011,10,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2011,4.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2011,5.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2011,6.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2011,7.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2011,34.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2011,10.9,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2011,16.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2011,20.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2011,22,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2011,72.9,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2011,14.6,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2011,6.6,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2012,4.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2012,29.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2012,0.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2012,2742,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2012,22.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2012,6.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2012,11.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2012,19.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2012,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2012,15.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2012,13.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2012,2.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2012,5.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2012,7.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2012,15.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2012,1.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2012,29.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2012,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2012,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2012,13,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2012,6.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2012,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2012,9.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2012,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2012,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2012,0.1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2012,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2012,0.58,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2012,1.55,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2012,0.14,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2012,4.11,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2012,1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2012,1,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2012,3260,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2012,27965,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2012,31225,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2012,9.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2012,1.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2012,3.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2012,5.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2012,8.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2012,2.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2012,4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2012,5.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2012,6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2012,29.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2012,8.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2012,12.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2012,16,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2012,17.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2012,69.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2012,16.8,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2012,7.1,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2013,2.7,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2013,28.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2013,0.2,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2013,2947,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2013,20.9,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2013,5.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2013,10.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2013,18.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2013,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2013,12.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2013,15.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2013,2.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2013,6.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2013,7.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2013,16.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2013,1.5,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2013,30.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2013,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2013,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2013,14.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2013,6.2,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2013,9.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2013,9.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2013,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2013,0.24,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2013,0.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2013,0.32,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2013,0.54,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2013,1.83,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2013,0.04,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2013,4.58,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2013,1.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2013,1.07,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
2013,3430,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of deaths
2013,27820,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Number of survivals
2013,31250,Counts,Streptococcus pneumoniae,Number of Cases and Deaths,ALL,Total cases
2013,9.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,All Serotypes
2013,1.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV13 Serotypes
2013,4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV15 Serotypes
2013,5.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,<5 year old,PCV20 Serotypes
2013,9.2,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,All Serotypes
2013,2.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV13 Serotypes
2013,3.8,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV15 Serotypes
2013,5.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PCV20 Serotypes
2013,6.5,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,19-64 years old,PPSV23 Serotypes
2013,30.4,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,All Serotypes
2013,6.6,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV13 Serotypes
2013,11.7,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV15 Serotypes
2013,16.3,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PCV20 Serotypes
2013,18.1,"Per 100,000 population",Streptococcus pneumoniae,Serotypes,≥65 years old,PPSV23 Serotypes
2013,69.1,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia with pneumonia,
2013,17,Percent,Streptococcus pneumoniae,Syndromes,Bacteremia without focus,
2013,6.3,Percent,Streptococcus pneumoniae,Syndromes,Meningitis,
2014,3.5,Percent,Streptococcus pneumoniae,Antibiotic resistance,Cefotaxime4,
2014,30.6,Percent,Streptococcus pneumoniae,Antibiotic resistance,Erythromycin,
2014,0.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Levofloxacin,
2014,2495,Counts,Streptococcus pneumoniae,Antibiotic resistance,Number of isolates,
2014,23.3,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin1,
2014,5.8,Percent,Streptococcus pneumoniae,Antibiotic resistance,Penicillin2,
2014,11.8,Percent,Streptococcus pneumoniae,Antibiotic resistance,Tetracycline3,
2014,19.4,Percent,Streptococcus pneumoniae,Antibiotic resistance,TMPsulfa,
2014,0,Percent,Streptococcus pneumoniae,Antibiotic resistance,Vancomycin,
2014,15.9,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,<1 year old
2014,10.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,1 year old
2014,2.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,18-34 years old
2014,6.3,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,2-4 years old
2014,6.7,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,35-49 years old
2014,15.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,50-64 years old
2014,1.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,5-17 years old
2014,24.8,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,>=65 years old
2014,9.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Age,Overall
2014,9.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Overall,
2014,12.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Black
2014,8.6,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Other races
2014,9.1,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,Overall
2014,8.4,"Per 100,000 population",Streptococcus pneumoniae,Case Rates,Race,White
2014,0.48,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,<1 year old
2014,0,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,1 year old
2014,0.18,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,18-34 years old
2014,0.08,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,2-4 years old
2014,0.7,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,35-49 years old
2014,1.64,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,50-64 years old
2014,0.06,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,5-17 years old
2014,3.47,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,>=65 years old
2014,0.99,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Age,Overall
2014,0.99,"Per 100,000 population",Streptococcus pneumoniae,Death Rates,Overall,
