Data as of,Start Date,End Date,MMWR Week ,Week Ending Date,Jurisdiction of Occurrence,Place Of Death,Age Group,COVID-19 Deaths
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, inpatient",65-74 years,760
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, inpatient",75-84 years,752
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, inpatient",85 years and over,565
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,2
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,3
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,8
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,24
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,32
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,20
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,22
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",65-74 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",75-84 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,"Healthcare setting, dead on arrival",85 years and over,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,18-29 years,2
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,30-39 years,4
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,40-49 years,12
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,50-64 years,50
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,65-74 years,58
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,75-84 years,68
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Decedent's home,85 years and over,81
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,18-29 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,30-39 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,40-49 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,50-64 years,12
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,65-74 years,16
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,75-84 years,44
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Hospice facility,85 years and over,53
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,30-39 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,40-49 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,50-64 years,32
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,65-74 years,97
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,75-84 years,250
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Nursing home/long term care facility,85 years and over,532
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,18-29 years,2
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,30-39 years,2
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,40-49 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,50-64 years,11
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,65-74 years,10
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,75-84 years,17
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Other,85 years and over,49
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,50-64 years,0
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,65-74 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,75-84 years,1
06/08/2021,09/27/2020,10/03/2020,40,10/03/2020,United States,Place of death unknown,85 years and over,3
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",0-17 years,3
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",18-29 years,8
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",30-39 years,33
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",40-49 years,117
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",50-64 years,548
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",65-74 years,792
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",75-84 years,931
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, inpatient",85 years and over,637
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,4
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,6
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,9
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,31
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,26
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,41
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,19
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",50-64 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",65-74 years,1
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",75-84 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,"Healthcare setting, dead on arrival",85 years and over,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,18-29 years,4
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,30-39 years,7
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,40-49 years,15
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,50-64 years,50
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,65-74 years,59
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,75-84 years,74
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Decedent's home,85 years and over,80
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,18-29 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,30-39 years,1
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,40-49 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,50-64 years,19
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,65-74 years,32
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,75-84 years,43
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Hospice facility,85 years and over,70
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,18-29 years,1
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,40-49 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,50-64 years,38
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,65-74 years,122
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,75-84 years,284
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Nursing home/long term care facility,85 years and over,608
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,18-29 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,30-39 years,1
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,40-49 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,50-64 years,8
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,65-74 years,14
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,75-84 years,20
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Other,85 years and over,41
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,50-64 years,1
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,65-74 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,75-84 years,2
06/08/2021,10/04/2020,10/10/2020,41,10/10/2020,United States,Place of death unknown,85 years and over,3
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",18-29 years,9
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",30-39 years,39
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",40-49 years,95
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",50-64 years,546
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",65-74 years,866
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",75-84 years,961
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, inpatient",85 years and over,745
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,3
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,3
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,7
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,38
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,26
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,41
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,39
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",50-64 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",65-74 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",75-84 years,2
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,"Healthcare setting, dead on arrival",85 years and over,2
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,18-29 years,2
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,30-39 years,7
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,40-49 years,22
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,50-64 years,76
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,65-74 years,72
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,75-84 years,79
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Decedent's home,85 years and over,95
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,18-29 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,30-39 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,40-49 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,50-64 years,5
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,65-74 years,22
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,75-84 years,40
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Hospice facility,85 years and over,72
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,30-39 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,40-49 years,2
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,50-64 years,25
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,65-74 years,131
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,75-84 years,318
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Nursing home/long term care facility,85 years and over,684
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,18-29 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,30-39 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,40-49 years,4
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,50-64 years,15
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,65-74 years,10
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,75-84 years,19
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Other,85 years and over,50
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,50-64 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,65-74 years,1
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,75-84 years,2
06/08/2021,10/11/2020,10/17/2020,42,10/17/2020,United States,Place of death unknown,85 years and over,2
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",0-17 years,2
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",18-29 years,14
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",30-39 years,29
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",40-49 years,117
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",50-64 years,591
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",65-74 years,940
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",75-84 years,1120
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, inpatient",85 years and over,866
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,2
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,7
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,8
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,46
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,42
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,49
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,15
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",18-29 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",30-39 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",40-49 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",50-64 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",65-74 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",75-84 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,"Healthcare setting, dead on arrival",85 years and over,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,18-29 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,30-39 years,13
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,40-49 years,24
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,50-64 years,77
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,65-74 years,79
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,75-84 years,86
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Decedent's home,85 years and over,118
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,18-29 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,30-39 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,40-49 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,50-64 years,15
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,65-74 years,21
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,75-84 years,56
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Hospice facility,85 years and over,82
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,18-29 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,30-39 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,40-49 years,4
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,50-64 years,49
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,65-74 years,147
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,75-84 years,358
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Nursing home/long term care facility,85 years and over,851
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,0-17 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,18-29 years,2
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,30-39 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,40-49 years,3
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,50-64 years,10
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,65-74 years,14
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,75-84 years,33
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Other,85 years and over,73
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,0-17 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,18-29 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,30-39 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,40-49 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,50-64 years,0
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,65-74 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,75-84 years,1
06/08/2021,10/18/2020,10/24/2020,43,10/24/2020,United States,Place of death unknown,85 years and over,5
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",0-17 years,3
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",18-29 years,18
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",30-39 years,56
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",40-49 years,121
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",50-64 years,698
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",65-74 years,1071
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",75-84 years,1337
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, inpatient",85 years and over,973
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",0-17 years,2
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",18-29 years,2
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",30-39 years,6
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",40-49 years,17
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",50-64 years,53
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",65-74 years,54
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",75-84 years,54
06/08/2021,10/25/2020,10/31/2020,44,10/31/2020,United States,"Healthcare setting, outpatient or emergency room",85 years and over,57
