Data as of,Date Of Death Year,Date Of Death Month,Region,AgeGroup,RaceEthnicity,"COVID-19 (U071, Multiple Cause of Death)",Sex,Place Of Death,Note1,Note2
09/11/2020,2020,8,Midwest,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,18-29 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,18-29 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,18-29 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,18-29 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,18-29 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,30-39 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,30-39 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,30-39 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,30-39 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,40-49 years,Hispanic,13,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,40-49 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,40-49 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,40-49 years,Non-Hispanic Black,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,40-49 years,Non-Hispanic White,14,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,40-49 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,5-17 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,50-64 years,Hispanic,56,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,50-64 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,50-64 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,50-64 years,Non-Hispanic Black,51,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,50-64 years,Non-Hispanic White,159,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,50-64 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,65-74 years,Hispanic,41,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,65-74 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,65-74 years,Non-Hispanic Asian,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,65-74 years,Non-Hispanic Black,72,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,65-74 years,Non-Hispanic White,363,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,65-74 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,75-84 years,Hispanic,32,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,75-84 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,75-84 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,75-84 years,Non-Hispanic Black,59,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,75-84 years,Non-Hispanic White,586,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,75-84 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,85+ years,Hispanic,18,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,85+ years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,85+ years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,85+ years,Non-Hispanic Black,44,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,85+ years,Non-Hispanic White,813,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,85+ years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Midwest,Under 1 year,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Midwest,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,30-39 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,30-39 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,30-39 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,30-39 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,30-39 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,40-49 years,Hispanic,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,40-49 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,40-49 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,40-49 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,40-49 years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,40-49 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,50-64 years,Hispanic,24,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,50-64 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,50-64 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,50-64 years,Non-Hispanic Black,22,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,50-64 years,Non-Hispanic White,50,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,50-64 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,65-74 years,Hispanic,35,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,65-74 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,65-74 years,Non-Hispanic Asian,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,65-74 years,Non-Hispanic Black,40,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,65-74 years,Non-Hispanic White,106,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,65-74 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,75-84 years,Hispanic,19,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,75-84 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,75-84 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,75-84 years,Non-Hispanic Black,37,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,75-84 years,Non-Hispanic White,228,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,75-84 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,85+ years,Hispanic,23,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,85+ years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,85+ years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,85+ years,Non-Hispanic Black,31,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,85+ years,Non-Hispanic White,323,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,85+ years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,Northeast,Under 1 year,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Under 1 year,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Under 1 year,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,Northeast,Unknown Age,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,1-4 Years,Hispanic,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,1-4 Years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,1-4 Years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,1-4 Years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,1-4 Years,Non-Hispanic White,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,1-4 Years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,18-29 years,Hispanic,14,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,18-29 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,18-29 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,18-29 years,Non-Hispanic Black,19,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,18-29 years,Non-Hispanic White,17,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,18-29 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,30-39 years,Hispanic,56,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,30-39 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,30-39 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,30-39 years,Non-Hispanic Black,53,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,30-39 years,Non-Hispanic White,25,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,30-39 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,40-49 years,Hispanic,223,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,40-49 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,40-49 years,Non-Hispanic Asian,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,40-49 years,Non-Hispanic Black,132,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,40-49 years,Non-Hispanic White,92,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,40-49 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,5-17 years,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,5-17 years,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,5-17 years,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,5-17 years,Non-Hispanic Black,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,5-17 years,Non-Hispanic White,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,5-17 years,Other,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Hispanic,770,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Non-Hispanic American Indian or Alaska Native,12,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Non-Hispanic Asian,25,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Non-Hispanic Black,583,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Non-Hispanic White,775,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,50-64 years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,65-74 years,Hispanic,829,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,65-74 years,Non-Hispanic American Indian or Alaska Native,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,65-74 years,Non-Hispanic Asian,52,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,65-74 years,Non-Hispanic Black,741,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,65-74 years,Non-Hispanic White,1431,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,65-74 years,Other,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,75-84 years,Hispanic,762,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,75-84 years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,75-84 years,Non-Hispanic Asian,59,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,75-84 years,Non-Hispanic Black,668,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,75-84 years,Non-Hispanic White,2122,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,75-84 years,Other,11,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,85+ years,Hispanic,537,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,85+ years,Non-Hispanic American Indian or Alaska Native,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,85+ years,Non-Hispanic Asian,37,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,85+ years,Non-Hispanic Black,463,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,85+ years,Non-Hispanic White,2372,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,85+ years,Other,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,Under 1 year,Hispanic,,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9)
09/11/2020,2020,8,South,Under 1 year,Non-Hispanic American Indian or Alaska Native,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,Under 1 year,Non-Hispanic Asian,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
09/11/2020,2020,8,South,Under 1 year,Non-Hispanic Black,0,All Sexes,All Places of Death,"Data are provisional, and values in the most recent months are incomplete.",
